,Scoring,Start,Start_Frame,Stop,Stop_Frame,Subject,Behaviour,Value,trial,Partner,Initiation,Termination,_event,_interaction_subject_id,_percentage_start,_percentage_stop,_scope,_scoring_id,_social,_subject_id,_type,_type_name,_value,_value_color,_variable_id
1123,StealingParadigm_2023_02_21_VS_Finja,1000.93308,60056,1120.949716,67257,Finja,pause,pause,2,,,,FALSE,,0.715275958,0.801040947,3,3490,0,2032,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
1124,StealingParadigm_2023_02_21_VS_Finja,1159.766373,69586,1199.549696,71973,Finja,trial,3,3,,,,FALSE,,0.828779686,0.857209214,3,3490,0,2032,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
1125,StealingParadigm_2023_02_21_VS_Finja,1183.816367,71029,1190.366365,71422,Finja,latency_first_choice,latency,3,,,,FALSE,,0.845966032,0.850646721,3,3490,0,2032,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1126,StealingParadigm_2023_02_21_VS_Finja,1189.149699,71349,,,Finja,line_crossing,transparent_line,3,,,,TRUE,,0.84977728,0.84977728,3,3490,0,2032,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1127,StealingParadigm_2023_02_21_VS_Finja,1190.366365,71422,,,Finja,first_choice,transparent,3,,,,TRUE,,0.850646721,0.850646721,3,3490,0,2032,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1128,StealingParadigm_2023_02_21_VS_Finja,1190.366365,71422,1199.549696,71973,Finja,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.850646721,0.857209214,3,3490,0,2032,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1129,StealingParadigm_2023_02_21_VS_Finja,1230.649689,73839,1355.08299,81305,Finja,trial,4,4,,,,FALSE,,0.879433553,0.968354732,3,3490,0,2032,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
1130,StealingParadigm_2023_02_21_VS_Finja,1253.983016,75239,1350.632992,81038,Finja,latency_first_choice,latency,4,,,,FALSE,,0.896107763,0.965174722,3,3490,0,2032,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1131,StealingParadigm_2023_02_21_VS_Finja,1349.882992,80993,,,Finja,line_crossing,transparent_line,4,,,,TRUE,,0.964638765,0.964638765,3,3490,0,2032,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1132,StealingParadigm_2023_02_21_VS_Finja,1350.632992,81038,,,Finja,first_choice,transparent,4,,,,TRUE,,0.965174722,0.965174722,3,3490,0,2032,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1133,StealingParadigm_2023_02_21_VS_Finja,1350.632992,81038,1355.08299,81305,Finja,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.965174722,0.968354732,3,3490,0,2032,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1134,StealingParadigm_2023_01_05_VS_Chomsky,223.1166667,13387,245.45,14727,Chomsky,pretest,pretest_1a,,,,,FALSE,,0.16981898,0.186817369,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
1135,StealingParadigm_2023_01_05_VS_Chomsky,416.6,24996,417.7833333,25067,Chomsky,pretest,pretest_2,,,,,FALSE,,0.317083381,0.317984042,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
1136,StealingParadigm_2023_01_05_VS_Chomsky,486.0833333,29165,507.6333333,30458,Chomsky,pretest,pretest_1b,,,,,FALSE,,0.369968667,0.386370844,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
1137,StealingParadigm_2023_01_05_VS_Chomsky,951.1166667,57067,976,58560,Chomsky,trial,1,1,,,,FALSE,,0.723915718,0.742854968,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
1138,StealingParadigm_2023_01_05_VS_Chomsky,972.5833333,58355,973.7333333,58424,Chomsky,latency_first_choice,latency,1,,,,FALSE,,0.740254468,0.741129759,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1139,StealingParadigm_2023_01_05_VS_Chomsky,973.4666667,58408,,,Chomsky,line_crossing,transparent_line,1,,,,TRUE,,0.740926793,0.740926793,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1140,StealingParadigm_2023_01_05_VS_Chomsky,973.7333333,58424,,,Chomsky,first_choice,transparent,1,,,,TRUE,,0.741129759,0.741129759,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1141,StealingParadigm_2023_01_05_VS_Chomsky,973.7333333,58424,976,58560,Chomsky,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.741129759,0.742854968,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1142,StealingParadigm_2023_01_05_VS_Chomsky,994.15,59649,1014.15,60849,Chomsky,trial,2,2,,,,FALSE,,0.756669331,0.771891768,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
1143,StealingParadigm_2023_01_05_VS_Chomsky,1010.666667,60640,1011.616667,60697,Chomsky,latency_first_choice,latency,2,,,,FALSE,,0.769240527,0.769963593,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1144,StealingParadigm_2023_01_05_VS_Chomsky,1011.283333,60677,,,Chomsky,line_crossing,opaque_line,2,,,,TRUE,,0.769709886,0.769709886,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1145,StealingParadigm_2023_01_05_VS_Chomsky,1011.6,60696,,,Chomsky,first_choice,opaque,2,,,,TRUE,,0.769950908,0.769950908,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1146,StealingParadigm_2023_01_05_VS_Chomsky,1011.616667,60697,1014.15,60849,Chomsky,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.769963593,0.771891768,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1147,StealingParadigm_2023_01_05_VS_Chomsky,1058.633333,63518,1196.566667,71794,Chomsky,pause,pause,2,,,,FALSE,,0.805749007,0.910733087,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
1148,StealingParadigm_2023_01_05_VS_Chomsky,1240.35,74421,1268.866667,76132,Chomsky,trial,3,3,,,,FALSE,,0.944057541,0.9657622,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
1149,StealingParadigm_2023_01_05_VS_Chomsky,1265.516667,75931,1266.6,75996,Chomsky,latency_first_choice,latency,3,,,,FALSE,,0.963212442,0.964036991,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1150,StealingParadigm_2023_01_05_VS_Chomsky,1266.15,75969,,,Chomsky,line_crossing,opaque_line,3,,,,TRUE,,0.963694486,0.963694486,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1151,StealingParadigm_2023_01_05_VS_Chomsky,1266.6,75996,,,Chomsky,first_choice,opaque,3,,,,TRUE,,0.964036991,0.964036991,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1152,StealingParadigm_2023_01_05_VS_Chomsky,1266.6,75996,1268.866667,76132,Chomsky,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.964036991,0.9657622,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1153,StealingParadigm_2023_01_05_VS_Chomsky,1289.483333,77369,1313.366667,78802,Chomsky,trial,4,4,,,,FALSE,,0.981453997,0.999632124,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
1154,StealingParadigm_2023_01_05_VS_Chomsky,1309.783333,78587,1310.833333,78650,Chomsky,latency_first_choice,latency,4,,,,FALSE,,0.996904771,0.997703949,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1155,StealingParadigm_2023_01_05_VS_Chomsky,1310.233333,78614,,,Chomsky,line_crossing,opaque_line,4,,,,TRUE,,0.997247276,0.997247276,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1156,StealingParadigm_2023_01_05_VS_Chomsky,1310.833333,78650,,,Chomsky,first_choice,opaque,4,,,,TRUE,,0.997703949,0.997703949,3,3491,0,2033,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1157,StealingParadigm_2023_01_05_VS_Chomsky,1310.833333,78650,1313.366667,78802,Chomsky,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.997703949,0.999632124,3,3491,0,2033,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1158,StealingParadigm_2023_02_21_VS_Kira16,233.6166667,14017,253.7166667,15223,Kira,pretest,pretest_1a,,,,,FALSE,,0.214327217,0.232767584,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
1159,StealingParadigm_2023_02_21_VS_Kira16,313.2333333,18794,315.8166667,18949,Kira,pretest,pretest_2,,,,,FALSE,,0.287370031,0.289740061,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
1160,StealingParadigm_2023_02_21_VS_Kira16,431.5166667,25891,451.2,27072,Kira,pretest,pretest_1b,,,,,FALSE,,0.39588685,0.413944954,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
1161,StealingParadigm_2023_02_21_VS_Kira16,654.3833333,39263,696.1666667,41770,Kira,trial,1,1,,,,FALSE,,0.600351682,0.638685015,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
1162,StealingParadigm_2023_02_21_VS_Kira16,686.65,41199,690.0333333,41402,Kira,latency_first_choice,latency,1,,,,FALSE,,0.629954128,0.633058104,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1163,StealingParadigm_2023_02_21_VS_Kira16,689.15,41349,,,Kira,line_crossing,transparent_line,1,,,,TRUE,,0.632247706,0.632247706,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1164,StealingParadigm_2023_02_21_VS_Kira16,690.0333333,41402,,,Kira,first_choice,transparent,1,,,,TRUE,,0.633058104,0.633058104,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1165,StealingParadigm_2023_02_21_VS_Kira16,690.0333333,41402,696.1666667,41770,Kira,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.633058104,0.638685015,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1166,StealingParadigm_2023_02_21_VS_Kira16,692.1166667,41527,692.7833333,41567,Kira,peeking,transparent_tunnel,1,,,,FALSE,,0.634969419,0.63558104,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12163,#02d779,12161
1167,StealingParadigm_2023_02_21_VS_Kira16,733.55,44013,765.5666667,45934,Kira,trial,2,2,,,,FALSE,,0.672981651,0.70235474,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
1168,StealingParadigm_2023_02_21_VS_Kira16,759.55,45573,762.0166667,45721,Kira,latency_first_choice,latency,2,,,,FALSE,,0.696834862,0.699097859,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1169,StealingParadigm_2023_02_21_VS_Kira16,761.0166667,45661,,,Kira,line_crossing,opaque_line,2,,,,TRUE,,0.698180428,0.698180428,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1170,StealingParadigm_2023_02_21_VS_Kira16,762.0166667,45721,,,Kira,first_choice,opaque,2,,,,TRUE,,0.699097859,0.699097859,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1171,StealingParadigm_2023_02_21_VS_Kira16,762.0166667,45721,765.5666667,45934,Kira,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.699097859,0.70235474,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1172,StealingParadigm_2023_02_21_VS_Kira16,780.0333333,46802,920.0833333,55205,Kira,pause,pause,2,,,,FALSE,,0.715626911,0.84411315,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
1173,StealingParadigm_2023_02_21_VS_Kira16,943.4,56604,983.1666667,58990,Kira,trial,3,3,,,,FALSE,,0.865504587,0.901987768,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
1174,StealingParadigm_2023_02_21_VS_Kira16,969.4166667,58165,979.2166667,58753,Kira,latency_first_choice,latency,3,,,,FALSE,,0.889373089,0.898363914,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1175,StealingParadigm_2023_02_21_VS_Kira16,978.3833333,58703,,,Kira,line_crossing,transparent_line,3,,,,TRUE,,0.897599388,0.897599388,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1176,StealingParadigm_2023_02_21_VS_Kira16,979.2166667,58753,,,Kira,first_choice,transparent,3,,,,TRUE,,0.898363914,0.898363914,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1177,StealingParadigm_2023_02_21_VS_Kira16,979.2166667,58753,983.1666667,58990,Kira,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.898363914,0.901987768,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1178,StealingParadigm_2023_02_21_VS_Kira16,1016.816667,61009,1045.033333,62702,Kira,trial,4,4,,,,FALSE,,0.932859327,0.958746177,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
1179,StealingParadigm_2023_02_21_VS_Kira16,1037.283333,62237,1041.15,62469,Kira,latency_first_choice,latency,4,,,,FALSE,,0.951636086,0.955183486,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1180,StealingParadigm_2023_02_21_VS_Kira16,1040.133333,62408,,,Kira,line_crossing,opaque_line,4,,,,TRUE,,0.954250765,0.954250765,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1181,StealingParadigm_2023_02_21_VS_Kira16,1041.15,62469,,,Kira,first_choice,opaque,4,,,,TRUE,,0.955183486,0.955183486,3,3494,0,2034,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1182,StealingParadigm_2023_02_21_VS_Kira16,1041.15,62469,1045.033333,62702,Kira,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.955183486,0.958746177,3,3494,0,2034,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1183,StealingParadigm_2023_02_21_VS_Yuki5,272.4166667,16345,289.4,17364,Yuki5,pretest,pretest_1a,,,,,FALSE,,0.224948735,0.238972764,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
1184,StealingParadigm_2023_02_21_VS_Yuki5,330.7333333,19844,338,20280,Yuki5,pretest,pretest_2,,,,,FALSE,,0.273103866,0.279104334,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
1185,StealingParadigm_2023_02_21_VS_Yuki5,398.2,23892,417.6333333,25058,Yuki5,pretest,pretest_1b,,,,,FALSE,,0.328814632,0.344861755,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
1186,StealingParadigm_2023_02_21_VS_Yuki5,778.1333333,46688,820.8666667,49252,Yuki5,trial,1,1,,,,FALSE,,0.64254552,0.677832675,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
1187,StealingParadigm_2023_02_21_VS_Yuki5,805,48300,813.9333333,48836,Yuki5,latency_first_choice,latency,1,,,,FALSE,,0.664730736,0.672107458,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1188,StealingParadigm_2023_02_21_VS_Yuki5,811.5166667,48691,,,Yuki5,line_crossing,opaque_line,1,,,,TRUE,,0.670111889,0.670111889,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1189,StealingParadigm_2023_02_21_VS_Yuki5,813.9333333,48836,,,Yuki5,first_choice,opaque,1,,,,TRUE,,0.672107458,0.672107458,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1190,StealingParadigm_2023_02_21_VS_Yuki5,813.9333333,48836,820.8666667,49252,Yuki5,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.672107458,0.677832675,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1191,StealingParadigm_2023_02_21_VS_Yuki5,856.1333333,51368,889.8166667,53389,Yuki5,trial,2,2,,,,FALSE,,0.706954212,0.734768308,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
1192,StealingParadigm_2023_02_21_VS_Yuki5,876.65,52599,883.8666667,53032,Yuki5,latency_first_choice,latency,2,,,,FALSE,,0.7238959,0.72985508,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1193,StealingParadigm_2023_02_21_VS_Yuki5,880.85,52851,,,Yuki5,line_crossing,transparent_line,2,,,,TRUE,,0.727364061,0.727364061,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1194,StealingParadigm_2023_02_21_VS_Yuki5,883.8666667,53032,,,Yuki5,first_choice,transparent,2,,,,TRUE,,0.72985508,0.72985508,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1195,StealingParadigm_2023_02_21_VS_Yuki5,883.8666667,53032,889.8166667,53389,Yuki5,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.72985508,0.734768308,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1196,StealingParadigm_2023_02_21_VS_Yuki5,904.7,54282,1035.7,62142,Yuki5,pause,pause,2,,,,FALSE,,0.747058257,0.85523183,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
1197,StealingParadigm_2023_02_21_VS_Yuki5,1064.983333,63899,1102.583333,66155,Yuki5,trial,3,3,,,,FALSE,,0.879412615,0.910460908,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
1198,StealingParadigm_2023_02_21_VS_Yuki5,1095.183333,65711,1098.15,65889,Yuki5,latency_first_choice,latency,3,,,,FALSE,,0.904350339,0.906800072,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1199,StealingParadigm_2023_02_21_VS_Yuki5,1097.266667,65836,,,Yuki5,line_crossing,opaque_line,3,,,,TRUE,,0.906070657,0.906070657,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1200,StealingParadigm_2023_02_21_VS_Yuki5,1098.15,65889,,,Yuki5,first_choice,opaque,3,,,,TRUE,,0.906800072,0.906800072,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1201,StealingParadigm_2023_02_21_VS_Yuki5,1098.15,65889,1102.583333,66155,Yuki5,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.906800072,0.910460908,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1202,StealingParadigm_2023_02_21_VS_Yuki5,1132.683333,67961,1164.166667,69850,Yuki5,trial,4,4,,,,FALSE,,0.935316057,0.961313497,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
1203,StealingParadigm_2023_02_21_VS_Yuki5,1157.15,69429,1159.65,69579,Yuki5,latency_first_choice,latency,4,,,,FALSE,,0.955519467,0.957583848,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1204,StealingParadigm_2023_02_21_VS_Yuki5,1158.85,69531,,,Yuki5,line_crossing,transparent_line,4,,,,TRUE,,0.956923246,0.956923246,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1205,StealingParadigm_2023_02_21_VS_Yuki5,1159.65,69579,,,Yuki5,first_choice,transparent,4,,,,TRUE,,0.957583848,0.957583848,3,3495,0,2035,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1206,StealingParadigm_2023_02_21_VS_Yuki5,1159.65,69579,1164.166667,69850,Yuki5,latency_first_choice,latency_to_2nd_choice,4,,,,FALSE,,0.957583848,0.961313497,3,3495,0,2035,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1207,StealingParadigm_2023_02_22_VS_Kukie,358.2498384,21495,375.8998305,22554,Kukie,pretest,pretest_1a,,,,,FALSE,,0.235025914,0.246604999,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12133,#02d779,12131
1208,StealingParadigm_2023_02_22_VS_Kukie,439.9331349,26396,442.9164669,26575,Kukie,pretest,pretest_2,,,,,FALSE,,0.288613353,0.290570535,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12134,#02d779,12131
1209,StealingParadigm_2023_02_22_VS_Kukie,608.7830588,36527,626.0663843,37564,Kukie,pretest,pretest_1b,,,,,FALSE,,0.39938551,0.410724048,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12135,#02d779,12131
1210,StealingParadigm_2023_02_22_VS_Kukie,988.949554,59337,1143.182818,68591,Kukie,trial,1,1,,,,FALSE,,0.648789608,0.749972665,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11900,#f39a79,11889
1211,StealingParadigm_2023_02_22_VS_Kukie,1014.132876,60848,1097.882838,65873,Kukie,latency_first_choice,latency,1,,,,FALSE,,0.665310853,0.720254106,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1212,StealingParadigm_2023_02_22_VS_Kukie,1097.449505,65847,,,Kukie,line_crossing,opaque_line,1,,,,TRUE,,0.719969822,0.719969822,3,3497,0,2037,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1213,StealingParadigm_2023_02_22_VS_Kukie,1097.882838,65873,,,Kukie,first_choice,opaque,1,,,,TRUE,,0.720254106,0.720254106,3,3497,0,2037,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1214,StealingParadigm_2023_02_22_VS_Kukie,1097.882838,65873,1143.182818,68591,Kukie,latency_first_choice,latency_to_2nd_choice,1,,,,FALSE,,0.720254106,0.749972665,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1215,StealingParadigm_2023_02_22_VS_Kukie,1166.799474,70008,1207.582789,72455,Kukie,trial,2,2,,,,FALSE,,0.765466116,0.792221566,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11901,#797cf3,11889
1216,StealingParadigm_2023_02_22_VS_Kukie,1185.849465,71151,1193.649462,71619,Kukie,latency_first_choice,latency,2,,,,FALSE,,0.777963655,0.783080758,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1217,StealingParadigm_2023_02_22_VS_Kukie,1192.966129,71578,,,Kukie,line_crossing,transparent_line,2,,,,TRUE,,0.782632465,0.782632465,3,3497,0,2037,LOOPY_scoring_event_nonsocial,Nonsocial Event,11898,#e179f3,11888
1218,StealingParadigm_2023_02_22_VS_Kukie,1193.649462,71619,,,Kukie,first_choice,transparent,2,,,,TRUE,,0.783080758,0.783080758,3,3497,0,2037,LOOPY_scoring_event_nonsocial,Nonsocial Event,11892,#f379dc,11886
1219,StealingParadigm_2023_02_22_VS_Kukie,1193.649462,71619,1207.582789,72455,Kukie,latency_first_choice,latency_to_2nd_choice,2,,,,FALSE,,0.783080758,0.792221566,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1220,StealingParadigm_2023_02_22_VS_Kukie,1222.732782,73364,1407.732698,84464,Kukie,pause,pause,2,,,,FALSE,,0.802160555,0.92352774,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12178,#02d779,12176
1221,StealingParadigm_2023_02_22_VS_Kukie,1428.582689,85715,1462.032674,87722,Kukie,trial,3,3,,,,FALSE,,0.937206149,0.959150648,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11902,#a0f379,11889
1222,StealingParadigm_2023_02_22_VS_Kukie,1454.416011,87265,1456.76601,87406,Kukie,latency_first_choice,latency,3,,,,FALSE,,0.954153819,0.955695511,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1223,StealingParadigm_2023_02_22_VS_Kukie,1456.332676,87380,,,Kukie,line_crossing,opaque_line,3,,,,TRUE,,0.955411227,0.955411227,3,3497,0,2037,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
1224,StealingParadigm_2023_02_22_VS_Kukie,1456.76601,87406,,,Kukie,first_choice,opaque,3,,,,TRUE,,0.955695511,0.955695511,3,3497,0,2037,LOOPY_scoring_event_nonsocial,Nonsocial Event,11891,#b9f379,11886
1225,StealingParadigm_2023_02_22_VS_Kukie,1456.76601,87406,1462.032674,87722,Kukie,latency_first_choice,latency_to_2nd_choice,3,,,,FALSE,,0.955695511,0.959150648,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12156,#02d779,12116
1226,StealingParadigm_2023_02_22_VS_Kukie,1482.149332,88929,1520.999314,91260,Kukie,trial,4,4,,,,FALSE,,0.972347963,0.997835072,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,11903,#f379c3,11889
1227,StealingParadigm_2023_02_22_VS_Kukie,1507.165987,90430,1509.549319,90573,Kukie,latency_first_choice,latency,4,,,,FALSE,,0.988759868,0.990323427,3,3497,0,2037,LOOPY_scoring_duration_nonsocial,Nonsocial Duration,12118,#02d779,12116
1228,StealingParadigm_2023_02_22_VS_Kukie,1509.165986,90550,,,Kukie,line_crossing,opaque_line,4,,,,TRUE,,0.990071946,0.990071946,3,3497,0,2037,LOOPY_scoring_event_nonsocial,Nonsocial Event,11897,#e1f379,11888
